Genus,Alternative names,Kingdom,Phylum,Class,Order,Family,AOB:In situ,AOB:Other,NOB:In situ,NOB:Other,Anammox:In situ,Anammox:Other,Aerobic heterotroph:In situ,Aerobic heterotroph:Other,PAO:In situ,PAO:Other,GAO:In situ,GAO:Other,Nitrite reduction:In situ,Nitrite reduction:Other,Sulfate reduction:In situ,Sulfate reduction:Other,Fermentation:In situ,Fermentation:Other,Acetogen:In situ,Acetogen:Other,Methanogen:In situ,Methanogen:Other,Short-chain fatty acids:In situ,Short-chain fatty acids:Other,Sugars:In situ,Sugars:Other,Proteins/amino acids:In situ,Proteins/amino acids:Other,Filamentous:In situ,Filamentous:Other,Hydrophobic cell surface:In situ,Hydrophobic cell surface:Other
g__Gallionella,,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Gallionellaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na
g__Lutispora,,Bacteria,Firmicutes,Clostridia,Clostridiales,Gracilibacteraceae,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,neg,na,pos,na,na,na,na,na,neg,na,neg,na,pos,na,na,na,na
g__midas_g_1334,32C6(part of genus 32C6 in MiDAS 2.0),Bacteria,Proteobacteria,Deltaproteobacteria,PB19,midas_f_1334,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_1361,B55_F(part of genus B55_F in MiDAS 2.0),Bacteria,Firmicutes,Clostridia,D8A-2,midas_f_13,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_1412,mle1-48(part of genus mle1-48 in MiDAS 2.0),Bacteria,Chloroflexi,OLB14,midas_o_731,midas_f_731,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_1416,CYCU-0281(part of genus CYCU-0281 in MiDAS 2.0),Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Halomonas,"Halomonas-related PAO, *Ca* Accumulimonas",Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,na,na,na,na,na,na,pos,na,pos,na,neg,na,neg,na,neg,na,neg,na,na,na,na,na,pos,na,neg,na,neg,na,na,na,na,na
g__Exilispira,,Bacteria,Spirochaetes,Brachyspirae,Brachyspirales,midas_f_1454,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Gallicola,,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,na,na,na
g__Lachnospiraceae_AC2044_group,,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,pos,na,pos,na,na,na,na
g__midas_g_1659,MRE50b23(part of genus MRE50b23 in MiDAS 2.0),Bacteria,Firmicutes,Clostridia,D8A-2,midas_f_13,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_1676,B3-65(part of genus B3-65 in MiDAS 2.0),Bacteria,Chloroflexi,Anaerolineae,SBR1031,midas_f_119,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_1719,sipK9(part of genus sipK9 in MiDAS 2.0),Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_1853,mle1-27(part of genus mle1-27 in MiDAS 2.0),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,mle1-27,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_1895,B63(part of genus B63 in MiDAS 2.0),Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_1900,A55_D21(part of genus A55_D21 in MiDAS 2.0),Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_1929,SM1F10(part of genus SM1F10 in MiDAS 2.0),Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_72,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Eubacterium_coprostanoligenes_group,,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,pos,na,na,na,na,na,na
g__midas_g_1955,K2-30-37(part of genus K2-30-37 in MiDAS 2.0),Bacteria,Bacteroidetes,Ignavibacteria,SJA-28,midas_f_31,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_1965,*Candidatus* Defluviifilum(part of genus *Candidatus* Defluviifilum in MiDAS 2.0),Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_2044,S18(MiDAS 2.0),Bacteria,Actinobacteria,Acidimicrobiia,IMCC26256,midas_f_2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_2046,MRE50b23(part of genus MRE50b23 in MiDAS 2.0),Bacteria,Firmicutes,Clostridia,D8A-2,midas_f_13,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_2171,MNG7(part of genus MNG7 in MiDAS 2.0),Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Georgfuchsia,,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,na,na,neg,na,na,na,na,na,neg,na,neg,na,neg,na,na,na,na
g__midas_g_2265,*Candidatus* Defluviifilum(part of genus *Candidatus* Defluviifilum in MiDAS 2.0),Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Eubacterium_brachy_group,,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XIII,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,pos,na,na,na,na,na,na
g__Lysinimonas,,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,neg,na,pos,na,neg,na,na,na,na
g__Hydrogenispora,,Bacteria,Firmicutes,Clostridia,Clostridiales,Heliobacteriaceae,na,na,na,na,na,na,na,neg,na,na,na,na,na,neg,na,neg,na,pos,na,na,na,na,na,neg,na,pos,na,na,na,na,na,na
g__midas_g_2702,T78(part of genus T78 in MiDAS 2.0),Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_2835,sipK9(part of genus sipK9 in MiDAS 2.0),Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_3144,QEDR3BF09(part of genus QEDR3BF09 in MiDAS 2.0),Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_3186,PHOS-HE28(part of genus PHOS-HE28 in MiDAS 2.0),Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Pedobacter,,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,neg,na,na,na,na,na,neg,na,pos,na,var,na,na,na,na
g__midas_g_887,*Simplicispira*(part of genus *Simplicispira* in MiDAS 2.0),Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_3304,B63(part of genus B63 in MiDAS 2.0),Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_3374,mle1-27(part of genus mle1-27 in MiDAS 2.0),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,mle1-27,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Eubacterium,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,pos,na,pos,na,na,na,na
g__midas_g_3647,WCHB1-50(part of genus WCHB1-50 in MiDAS 2.0),Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_72,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Lachnospiraceae_NK4A136_group,,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,pos,na,pos,na,na,na,na
g__Lactivibrio,,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,neg,na,pos,na,na,na,na,na,neg,na,pos,na,pos,na,na,na,na
g__midas_g_3704,mle1-27(part of genus mle1-27 in MiDAS 2.0),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,mle1-27,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_3705,32C6(part of genus 32C6 in MiDAS 2.0),Bacteria,Proteobacteria,Deltaproteobacteria,PB19,midas_f_1334,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_629,*Simplicispira*(part of genus *Simplicispira* in MiDAS 2.0),Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_3996,Dolo_07(MiDAS 2.0),Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Ardenticatenaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4001,WCHB1-50(part of genus WCHB1-50 in MiDAS 2.0),Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_72,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Dongia,,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na
g__midas_g_4069,B63(part of genus B63 in MiDAS 2.0),Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Luteimonas,,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,pos,na,na,na,neg,na,na,na,na,na,var,na,var,na,var,na,na,na,na
g__Methylotenera,,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4300,SM1F10(part of genus SM1F10 in MiDAS 2.0),Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_72,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4301,1-2B-06(part of genus 1-2B-06 in MiDAS 2.0),Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,SRB2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_4307,ML817J-10(part of genus ML817J-10 in MiDAS 2.0),Bacteria,Actinobacteria,Acidimicrobiia,IMCC26256,midas_f_2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Georgenia,,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Bogoriellaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,neg,na,pos,na,neg,na,na,na,na
g__Gemmata,,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,neg,na,na,na,na
g__Hyphomonas,,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,neg,na,neg,na,pos,na,na,na,na
g__midas_g_4551,A55_D21(part of genus A55_D21 in MiDAS 2.0),Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Fluviicola,,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,neg,na,na,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na
g__Kaistia,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Kaistiaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,neg,na,pos,na,pos,na,na,na,na
g__Halioglobus,,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na
g__midas_g_4921,A55_D21(part of genus A55_D21 in MiDAS 2.0),Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Leifsonia,,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,pos,na,na,na,na
g__midas_g_5005,H1-814(MiDAS 2.0),Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Lachnospiraceae_UCG-004,,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,pos,na,pos,na,na,na,na
g__Leuconostoc,,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,pos,na,pos,na,na,na,na
g__Herpetosiphon,,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Herpetosiphonaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,var,na,na,na,na,na,na,na,pos,na,na,na,na,na,na
g__midas_g_5269,A55_D21(part of genus A55_D21 in MiDAS 2.0),Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Hirschia,,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,pos,na,pos,na,na,na,na
g__Laribacter,,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Aquaspirillaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,neg,na,na,na,na,na,na
g__midas_g_5461,P58(part of genus P58 in MiDAS 2.0),Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_5463,*Candidatus* Defluviifilum(part of genus *Candidatus* Defluviifilum in MiDAS 2.0),Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Gottschalkia,,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,neg,na,pos,na,na,na,na,na,na,na,neg,na,neg,na,na,na,na
g__LNR_A2-18,,Bacteria,Cloacimonetes,Cloacimonadia,Cloacimonadales,Cloacimonadaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Hoeflea,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,var,na,pos,na,na,na,na,na,na
g__Flavitalea,,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,neg,na,pos,na,neg,na,na,na,na
g__midas_g_6610,T78(part of genus T78 in MiDAS 2.0),Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Gaiella,,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,pos,na,pos,na,na,na,na
g__Lachnospiraceae_NK3A20_group,,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,pos,na,pos,na,na,na,na
g__midas_g_6975,Skagenf80(part of genus Skagenf80 in MiDAS 2.0),Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,midas_f_67,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Ketogulonicigenium,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na
g__midas_g_7061,Dolo_07(MiDAS 2.0),Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Ardenticatenaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Levilinea,,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,na,na,na,na,na,na,na,neg,na,na,na,na,na,neg,na,neg,na,pos,na,na,na,neg,na,neg,na,pos,na,na,na,na,na,na
g__midas_g_7252,SM1F10(part of genus SM1F10 in MiDAS 2.0),Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_72,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7404,SBR2113(MiDAS 2.0),Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,midas_f_7404,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_7904,LF_BF07(MiDAS 2.0),Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,midas_f_269,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Fluviicoccus,,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Eubacterium_nodatum_group,,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XIII,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,pos,na,na,na,na,na,na
g__midas_g_8346,H39(MiDAS 2.0),Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Flavihumibacter,,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,pos,na,na,na,na,na,na
g__Longilinea,,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,neg,na,pos,na,na,na,na,na,neg,na,pos,na,pos,na,na,na,na
g__Eggerthella,,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Eggerthellaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Erysipelothrix,,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,neg,na,pos,na,na,na,na,na,na
g__midas_g_8672,CYCU-0281(part of genus CYCU-0281 in MiDAS 2.0),Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_8820,1-2B-06(part of genus 1-2B-06 in MiDAS 2.0),Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,SRB2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Leadbetterella,,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,pos,na,na,na,na
g__Helicobacter,,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Helicobacteraceae,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,neg,na,pos,na,na,na,na
g__midas_g_17,,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_22,,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,ST-12K33,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Thermoanaerobaculum,,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__DMER64,,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Syntrophorhabdus,,Bacteria,Proteobacteria,Deltaproteobacteria,midas_o_41,Syntrophorhabdaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_26,,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_80,,Bacteria,Firmicutes,Clostridia,DTU014,midas_f_80,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__W5,,Bacteria,Cloacimonetes,Cloacimonadia,Cloacimonadales,Cloacimonadaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_93,,Bacteria,Bacteroidetes,Ignavibacteria,OPB56,midas_f_93,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Sphingorhabdus,,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__midas_g_108,,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,midas_f_108,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
